,query,dataset,runtime,variant,configuration
3404,query60.sql,tpcds,1253789,register,single_node_mod_spark
3405,query75.sql,tpcds,2484561,register,single_node_mod_spark
3406,query57.sql,tpcds,660393,register,single_node_mod_spark
3407,query85.sql,tpcds,282834,register,single_node_mod_spark
3408,query83.sql,tpcds,55449,register,single_node_mod_spark
3409,query92.sql,tpcds,121688,register,single_node_mod_spark
3410,query104.sql,tpcds,499898,register,single_node_mod_spark
3411,query93.sql,tpcds,1546640,register,single_node_mod_spark
3412,query87.sql,tpcds,341461,register,single_node_mod_spark
3413,query82.sql,tpcds,279609,register,single_node_mod_spark
3414,query98.sql,tpcds,466564,register,single_node_mod_spark
3415,query94.sql,tpcds,289876,register,single_node_mod_spark
3416,query101.sql,tpcds,534818,register,single_node_mod_spark
3417,query99.sql,tpcds,127537,register,single_node_mod_spark
3418,query86.sql,tpcds,179185,register,single_node_mod_spark
3419,query102.sql,tpcds,501781,register,single_node_mod_spark
3420,query103.sql,tpcds,393007,register,single_node_mod_spark
3421,query81.sql,tpcds,64591,register,single_node_mod_spark
3422,query91.sql,tpcds,14950,register,single_node_mod_spark
3423,query96.sql,tpcds,188029,register,single_node_mod_spark
3424,query84.sql,tpcds,34888,register,single_node_mod_spark
3425,query89.sql,tpcds,541355,register,single_node_mod_spark
3426,query97.sql,tpcds,547108,register,single_node_mod_spark
3427,query80.sql,tpcds,1969392,register,single_node_mod_spark
3428,query79.sql,tpcds,809143,register,single_node_mod_spark
3429,query131.sql,tpcds,59947,register,single_node_mod_spark
3430,query112.sql,tpcds,130622,register,single_node_mod_spark
3431,query121.sql,tpcds,25456,register,single_node_mod_spark
3432,query115.sql,tpcds,166062,register,single_node_mod_spark
3433,query108.sql,tpcds,129706,register,single_node_mod_spark
3434,query125.sql,tpcds,14078,register,single_node_mod_spark
3435,query116.sql,tpcds,197656,register,single_node_mod_spark
3436,query130.sql,tpcds,54605,register,single_node_mod_spark
3437,query114.sql,tpcds,158386,register,single_node_mod_spark
3438,query129.sql,tpcds,57650,register,single_node_mod_spark
3439,query109.sql,tpcds,129996,register,single_node_mod_spark
3440,query126.sql,tpcds,14048,register,single_node_mod_spark
3441,query118.sql,tpcds,220644,register,single_node_mod_spark
3442,query117.sql,tpcds,193951,register,single_node_mod_spark
3443,query120.sql,tpcds,28431,register,single_node_mod_spark
3444,query122.sql,tpcds,4183,register,single_node_mod_spark
3445,query123.sql,tpcds,4822,register,single_node_mod_spark
3446,query128.sql,tpcds,54087,register,single_node_mod_spark
3447,query107.sql,tpcds,540401,register,single_node_mod_spark
3448,query124.sql,tpcds,13666,register,single_node_mod_spark
3449,query113.sql,tpcds,169171,register,single_node_mod_spark
3450,query111.sql,tpcds,130808,register,single_node_mod_spark
3451,query106.sql,tpcds,540406,register,single_node_mod_spark
3452,query110.sql,tpcds,104707,register,single_node_mod_spark
3453,query127.sql,tpcds,18773,register,single_node_mod_spark
3454,query105.sql,tpcds,467505,register,single_node_mod_spark
3455,query119.sql,tpcds,321065,register,single_node_mod_spark
3456,query17.sql,tpcds,1217250,register,single_node_mod_spark
3457,query20.sql,tpcds,244091,register,single_node_mod_spark
3458,query22.sql,tpcds,43935,register,single_node_mod_spark
3459,query11.sql,tpcds,1731487,register,single_node_mod_spark
3460,query5.sql,tpcds,1665420,register,single_node_mod_spark
3461,query6.sql,tpcds,338522,register,single_node_mod_spark
3462,query18.sql,tpcds,725523,register,single_node_mod_spark
3463,query7.sql,tpcds,1039882,register,single_node_mod_spark
3464,query21.sql,tpcds,43557,register,single_node_mod_spark
3465,query10.sql,tpcds,491266,register,single_node_mod_spark
3466,query9.sql,tpcds,3570869,register,single_node_mod_spark
3467,query16.sql,tpcds,654268,register,single_node_mod_spark
3468,query26.sql,tpcds,452962,register,single_node_mod_spark
3469,query25.sql,tpcds,1169242,register,single_node_mod_spark
3470,query12.sql,tpcds,132375,register,single_node_mod_spark
3471,query19.sql,tpcds,571941,register,single_node_mod_spark
3472,query13.sql,tpcds,1211987,register,single_node_mod_spark
3473,query4.sql,tpcds,2558492,register,single_node_mod_spark
3474,query3.sql,tpcds,367425,register,single_node_mod_spark
3475,query8.sql,tpcds,451065,register,single_node_mod_spark
3476,query2.sql,tpcds,347503,register,single_node_mod_spark
3477,query15.sql,tpcds,179572,register,single_node_mod_spark
3478,query1.sql,tpcds,73948,register,single_node_mod_spark
3479,query36.sql,tpcds,811687,register,single_node_mod_spark
3480,query49.sql,tpcds,1817760,register,single_node_mod_spark
3481,query52.sql,tpcds,505588,register,single_node_mod_spark
3482,query31.sql,tpcds,1126001,register,single_node_mod_spark
3483,query35.sql,tpcds,471587,register,single_node_mod_spark
3484,query37.sql,tpcds,160126,register,single_node_mod_spark
3485,query29.sql,tpcds,1179694,register,single_node_mod_spark
3486,query50.sql,tpcds,1072448,register,single_node_mod_spark
3487,query33.sql,tpcds,1273271,register,single_node_mod_spark
3488,query42.sql,tpcds,487202,register,single_node_mod_spark
3489,query32.sql,tpcds,426792,register,single_node_mod_spark
3490,query43.sql,tpcds,321263,register,single_node_mod_spark
3491,query34.sql,tpcds,261543,register,single_node_mod_spark
3492,query27.sql,tpcds,998440,register,single_node_mod_spark
3493,query64.sql,tpcds,2535411,register,single_node_mod_spark
3494,query17.sql,tpcds,1149766,register,single_node_mod_spark
3495,query131.sql,tpcds,56933,register,single_node_mod_spark
3496,query49.sql,tpcds,1787465,register,single_node_mod_spark
3497,query125.sql,tpcds,16030,register,single_node_mod_spark
3498,query5.sql,tpcds,1612158,register,single_node_mod_spark
3499,query104.sql,tpcds,469547,register,single_node_mod_spark
3500,query76.sql,tpcds,812368,register,single_node_mod_spark
3501,query109.sql,tpcds,60906,register,single_node_mod_spark
3502,query126.sql,tpcds,15315,register,single_node_mod_spark
3503,query9.sql,tpcds,3861526,register,single_node_mod_spark
3504,query101.sql,tpcds,540028,register,single_node_mod_spark
3505,query43.sql,tpcds,350287,register,single_node_mod_spark
3506,query128.sql,tpcds,55578,register,single_node_mod_spark
3507,query69.sql,tpcds,422999,register,single_node_mod_spark
3508,query77.sql,tpcds,1449372,register,single_node_mod_spark
3509,query19.sql,tpcds,504561,register,single_node_mod_spark
3510,query3.sql,tpcds,372484,register,single_node_mod_spark
3511,query84.sql,tpcds,35765,register,single_node_mod_spark
3512,query8.sql,tpcds,439364,register,single_node_mod_spark
3513,query106.sql,tpcds,529288,register,single_node_mod_spark
3514,query57.sql,tpcds,880593,register,single_node_mod_spark
3515,query108.sql,tpcds,134093,register,single_node_mod_spark
3516,query6.sql,tpcds,337209,register,single_node_mod_spark
3517,query52.sql,tpcds,367550,register,single_node_mod_spark
3518,query54.sql,tpcds,563896,register,single_node_mod_spark
3519,query37.sql,tpcds,196395,register,single_node_mod_spark
3520,query50.sql,tpcds,1142909,register,single_node_mod_spark
3521,query10.sql,tpcds,415683,register,single_node_mod_spark
3522,query122.sql,tpcds,52609,register,single_node_mod_spark
3523,query94.sql,tpcds,280256,register,single_node_mod_spark
3524,query16.sql,tpcds,699835,register,single_node_mod_spark
3525,query34.sql,tpcds,274643,register,single_node_mod_spark
3526,query59.sql,tpcds,607407,register,single_node_mod_spark
3527,query103.sql,tpcds,479507,register,single_node_mod_spark
3528,query81.sql,tpcds,63656,register,single_node_mod_spark
3529,query13.sql,tpcds,1203273,register,single_node_mod_spark
3530,query63.sql,tpcds,505696,register,single_node_mod_spark
3531,query56.sql,tpcds,1245196,register,single_node_mod_spark
3532,query96.sql,tpcds,285348,register,single_node_mod_spark
3533,query75.sql,tpcds,2570284,register,single_node_mod_spark
3534,query111.sql,tpcds,131802,register,single_node_mod_spark
3535,query79.sql,tpcds,789328,register,single_node_mod_spark
3536,query46.sql,tpcds,695723,register,single_node_mod_spark
3537,query112.sql,tpcds,183861,register,single_node_mod_spark
3538,query115.sql,tpcds,136844,register,single_node_mod_spark
3539,query20.sql,tpcds,243125,register,single_node_mod_spark
3540,query92.sql,tpcds,157266,register,single_node_mod_spark
3541,query65.sql,tpcds,1073776,register,single_node_mod_spark
3542,query31.sql,tpcds,1131832,register,single_node_mod_spark
3543,query114.sql,tpcds,169663,register,single_node_mod_spark
3544,query7.sql,tpcds,1020548,register,single_node_mod_spark
3545,query120.sql,tpcds,53785,register,single_node_mod_spark
3546,query98.sql,tpcds,472240,register,single_node_mod_spark
3547,query33.sql,tpcds,1218283,register,single_node_mod_spark
3548,query26.sql,tpcds,444666,register,single_node_mod_spark
3549,query66.sql,tpcds,771423,register,single_node_mod_spark
3550,query113.sql,tpcds,144389,register,single_node_mod_spark
3551,query4.sql,tpcds,2513508,register,single_node_mod_spark
3552,query68.sql,tpcds,1015334,register,single_node_mod_spark
3553,query55.sql,tpcds,493360,register,single_node_mod_spark
3554,query60.sql,tpcds,1137306,register,single_node_mod_spark
3555,query80.sql,tpcds,1901330,register,single_node_mod_spark
3556,query15.sql,tpcds,169738,register,single_node_mod_spark
3557,query105.sql,tpcds,485244,register,single_node_mod_spark
3558,query44.sql,tpcds,2010016,register,single_node_mod_spark
3559,query121.sql,tpcds,58933,register,single_node_mod_spark
3560,query22.sql,tpcds,43962,register,single_node_mod_spark
3561,query83.sql,tpcds,42404,register,single_node_mod_spark
3562,query71.sql,tpcds,879318,register,single_node_mod_spark
3563,query130.sql,tpcds,46851,register,single_node_mod_spark
3564,query85.sql,tpcds,274346,register,single_node_mod_spark
3565,query58.sql,tpcds,841282,register,single_node_mod_spark
3566,query36.sql,tpcds,745898,register,single_node_mod_spark
3567,query11.sql,tpcds,1618799,register,single_node_mod_spark
3568,query116.sql,tpcds,311104,register,single_node_mod_spark
3569,query72.sql,tpcds,331392,register,single_node_mod_spark
3570,query18.sql,tpcds,664327,register,single_node_mod_spark
3571,query129.sql,tpcds,53779,register,single_node_mod_spark
3572,query29.sql,tpcds,1174148,register,single_node_mod_spark
3573,query87.sql,tpcds,525146,register,single_node_mod_spark
3574,query118.sql,tpcds,281379,register,single_node_mod_spark
3575,query32.sql,tpcds,354931,register,single_node_mod_spark
3576,query99.sql,tpcds,131230,register,single_node_mod_spark
3577,query86.sql,tpcds,167127,register,single_node_mod_spark
3578,query107.sql,tpcds,531701,register,single_node_mod_spark
3579,query12.sql,tpcds,113865,register,single_node_mod_spark
3580,query27.sql,tpcds,1018492,register,single_node_mod_spark
3581,query38.sql,tpcds,545452,register,single_node_mod_spark
3582,query91.sql,tpcds,42531,register,single_node_mod_spark
3583,query89.sql,tpcds,570977,register,single_node_mod_spark
3584,query110.sql,tpcds,124344,register,single_node_mod_spark
3585,query121.sql,tpcds,56895,register,single_node_mod_spark
3586,query115.sql,tpcds,173927,register,single_node_mod_spark
3587,query65.sql,tpcds,1089333,register,single_node_mod_spark
3588,query21.sql,tpcds,43514,register,single_node_mod_spark
3589,query126.sql,tpcds,17901,register,single_node_mod_spark
3590,query98.sql,tpcds,441089,register,single_node_mod_spark
3591,query123.sql,tpcds,50945,register,single_node_mod_spark
3592,query66.sql,tpcds,769585,register,single_node_mod_spark
3593,query102.sql,tpcds,500157,register,single_node_mod_spark
3594,query81.sql,tpcds,72100,register,single_node_mod_spark
3595,query68.sql,tpcds,947634,register,single_node_mod_spark
3596,query55.sql,tpcds,463588,register,single_node_mod_spark
3597,query89.sql,tpcds,501034,register,single_node_mod_spark
3598,query111.sql,tpcds,126469,register,single_node_mod_spark
3599,query57.sql,tpcds,629914,register,single_node_mod_spark
3600,query1.sql,tpcds,74980,register,single_node_mod_spark
3601,query85.sql,tpcds,288964,register,single_node_mod_spark
3602,query54.sql,tpcds,551558,register,single_node_mod_spark
3603,query76.sql,tpcds,945941,register,single_node_mod_spark
3604,query93.sql,tpcds,1367894,register,single_node_mod_spark
3605,query129.sql,tpcds,60206,register,single_node_mod_spark
3606,query109.sql,tpcds,131588,register,single_node_mod_spark
3607,query25.sql,tpcds,1166792,register,single_node_mod_spark
3608,query128.sql,tpcds,61575,register,single_node_mod_spark
3609,query59.sql,tpcds,648833,register,single_node_mod_spark
3610,query38.sql,tpcds,537105,register,single_node_mod_spark
3611,query103.sql,tpcds,546610,register,single_node_mod_spark
3612,query48.sql,tpcds,857073,register,single_node_mod_spark
3613,query91.sql,tpcds,45235,register,single_node_mod_spark
3614,query79.sql,tpcds,698465,register,single_node_mod_spark
3615,query110.sql,tpcds,129652,register,single_node_mod_spark
3616,query46.sql,tpcds,624229,register,single_node_mod_spark
3617,query64.sql,tpcds,2758608,register,single_node_mod_spark
3618,query131.sql,tpcds,60483,register,single_node_mod_spark
3619,query83.sql,tpcds,54494,register,single_node_mod_spark
3620,query125.sql,tpcds,11157,register,single_node_mod_spark
3621,query114.sql,tpcds,178529,register,single_node_mod_spark
3622,query87.sql,tpcds,360073,register,single_node_mod_spark
3623,query117.sql,tpcds,309190,register,single_node_mod_spark
3624,query122.sql,tpcds,51338,register,single_node_mod_spark
3625,query42.sql,tpcds,532775,register,single_node_mod_spark
3626,query86.sql,tpcds,179144,register,single_node_mod_spark
3627,query69.sql,tpcds,262942,register,single_node_mod_spark
3628,query113.sql,tpcds,172267,register,single_node_mod_spark
3629,query56.sql,tpcds,1242375,register,single_node_mod_spark
3630,query84.sql,tpcds,35559,register,single_node_mod_spark
3631,query127.sql,tpcds,14567,register,single_node_mod_spark
3632,query119.sql,tpcds,300042,register,single_node_mod_spark
3633,query112.sql,tpcds,139901,register,single_node_mod_spark
3634,query58.sql,tpcds,855943,register,single_node_mod_spark
3635,query116.sql,tpcds,293430,register,single_node_mod_spark
3636,query92.sql,tpcds,150624,register,single_node_mod_spark
3637,query130.sql,tpcds,57104,register,single_node_mod_spark
3638,query72.sql,tpcds,350594,register,single_node_mod_spark
3639,query35.sql,tpcds,540723,register,single_node_mod_spark
3640,query120.sql,tpcds,53044,register,single_node_mod_spark
3641,query73.sql,tpcds,252678,register,single_node_mod_spark
3642,query99.sql,tpcds,133939,register,single_node_mod_spark
3643,query124.sql,tpcds,16308,register,single_node_mod_spark
3644,query77.sql,tpcds,1465257,register,single_node_mod_spark
3645,query96.sql,tpcds,250145,register,single_node_mod_spark
3646,query60.sql,tpcds,1269099,register,single_node_mod_spark
3647,query105.sql,tpcds,516159,register,single_node_mod_spark
3648,query71.sql,tpcds,957541,register,single_node_mod_spark
3649,query108.sql,tpcds,117747,register,single_node_mod_spark
3650,query104.sql,tpcds,479307,register,single_node_mod_spark
3651,query118.sql,tpcds,306682,register,single_node_mod_spark
3652,query82.sql,tpcds,296078,register,single_node_mod_spark
3653,query94.sql,tpcds,284391,register,single_node_mod_spark
3654,query101.sql,tpcds,510661,register,single_node_mod_spark
3655,query107.sql,tpcds,439715,register,single_node_mod_spark
3656,query63.sql,tpcds,479070,register,single_node_mod_spark
3657,query2.sql,tpcds,386736,register,single_node_mod_spark
3658,query97.sql,tpcds,551734,register,single_node_mod_spark
3659,query75.sql,tpcds,2558280,register,single_node_mod_spark
3660,query80.sql,tpcds,1889464,register,single_node_mod_spark
3661,query106.sql,tpcds,514900,register,single_node_mod_spark
3662,query44.sql,tpcds,1949117,register,single_node_mod_spark
3663,query117.sql,tpcds,318627,register,single_node_mod_spark
3664,query124.sql,tpcds,16780,register,single_node_mod_spark
3665,query119.sql,tpcds,244894,register,single_node_mod_spark
3666,query97.sql,tpcds,536921,register,single_node_mod_spark
3667,query127.sql,tpcds,19493,register,single_node_mod_spark
3668,query93.sql,tpcds,1388339,register,single_node_mod_spark
3669,query73.sql,tpcds,300200,register,single_node_mod_spark
3670,query82.sql,tpcds,290635,register,single_node_mod_spark
3671,query48.sql,tpcds,808787,register,single_node_mod_spark
3672,query123.sql,tpcds,59959,register,single_node_mod_spark
3673,query102.sql,tpcds,532715,register,single_node_mod_spark
3674,query95.sql,tpcds,563701,register,single_node_mod_spark
3675,query51.sql,tpcds,686499,register,single_node_mod_spark
3676,query62.sql,tpcds,54096,register,single_node_mod_spark
3677,query53.sql,tpcds,543982,register,single_node_mod_spark
3678,query74.sql,tpcds,1630592,register,single_node_mod_spark
3679,query47.sql,tpcds,1350504,register,single_node_mod_spark
3680,query40.sql,tpcds,353888,register,single_node_mod_spark
3681,query78.sql,tpcds,2050293,register,single_node_mod_spark
3682,query95.sql,tpcds,561652,register,single_node_mod_spark
3683,query51.sql,tpcds,679174,register,single_node_mod_spark
3684,query62.sql,tpcds,44155,register,single_node_mod_spark
3685,query53.sql,tpcds,564880,register,single_node_mod_spark
3686,query74.sql,tpcds,1768962,register,single_node_mod_spark
3687,query47.sql,tpcds,1604756,register,single_node_mod_spark
3688,query40.sql,tpcds,351009,register,single_node_mod_spark
3689,query78.sql,tpcds,1838496,register,single_node_mod_spark
3690,query95.sql,tpcds,591048,register,single_node_mod_spark
3691,query47.sql,tpcds,1488997,register,single_node_mod_spark
3692,query51.sql,tpcds,674640,register,single_node_mod_spark
3693,query62.sql,tpcds,42812,register,single_node_mod_spark
3694,query95.sql,tpcds,558415,register,single_node_mod_spark
3695,query53.sql,tpcds,466343,register,single_node_mod_spark
3696,query41.sql,tpcds,260792,register,single_node_mod_spark
3697,query40.sql,tpcds,359217,register,single_node_mod_spark
3698,query78.sql,tpcds,2138066,register,single_node_mod_spark
3699,query74.sql,tpcds,1662081,register,single_node_mod_spark
3700,query53.sql,tpcds,560996,register,single_node_mod_spark
3701,query100.sql,tpcds,439718,register,single_node_mod_spark
3702,query90.sql,tpcds,79005,register,single_node_mod_spark
3703,query41.sql,tpcds,2314,register,single_node_mod_spark
